price_doc;id;timestamp;full_sq;life_sq;floor;max_floor;material;build_year;num_room;kitch_sq;state;product_type;sub_area
990000;250;2011-10-31;38;20.0;3.0;;;;;;;Investment;Dmitrovskoe
4930000;251;2011-10-31;38;18.0;3.0;;;;;;;Investment;Kosino-Uhtomskoe
14000000;252;2011-10-31;75;45.0;12.0;;;;;;;Investment;Cheremushki
8600000;253;2011-10-31;57;42.0;7.0;;;;;;;Investment;Sviblovo
5750000;254;2011-10-31;35;14.0;2.0;;;;;;;Investment;Prospekt Vernadskogo
5400000;255;2011-10-31;34;19.0;10.0;;;;;;;Investment;Ochakovo-Matveevskoe
5425000;256;2011-11-01;41;26.0;2.0;;;;;;;Investment;Kuz'minki
5450000;257;2011-11-01;43;29.0;5.0;;;;;;;Investment;Koptevo
6200000;258;2011-11-01;44;20.0;8.0;;;;;;;Investment;Pechatniki
7400000;259;2011-11-01;52;30.0;8.0;;;;;;;Investment;Gol'janovo
4300000;260;2011-11-01;39;20.0;11.0;;;;;;;Investment;Kapotnja
5000000;261;2011-11-01;30;17.0;4.0;;;;;;;Investment;Alekseevskoe
4000000;262;2011-11-01;45;30.0;2.0;;;;;;;Investment;Kuz'minki
17300000;263;2011-11-01;102;66.0;4.0;;;;;;;Investment;Ajeroport
5200000;264;2011-11-01;36;22.0;5.0;;;;;;;Investment;Caricyno
6500000;265;2011-11-01;99;77.0;8.0;;;;;;;Investment;Kurkino
5300000;266;2011-11-01;44;29.0;5.0;;;;;;;Investment;Babushkinskoe
5200000;267;2011-11-02;32;18.0;6.0;;;;;;;Investment;Rjazanskij
4950000;268;2011-11-02;38;21.0;2.0;;;;;;;Investment;Severnoe Butovo
5400000;269;2011-11-02;37;18.0;4.0;;;;;;;Investment;Severnoe Butovo
4700000;270;2011-11-02;32;18.0;3.0;;;;;;;Investment;Chertanovo Juzhnoe
7200000;271;2011-11-02;39;20.0;2.0;;;;;;;Investment;Krasnosel'skoe
1600000;272;2011-11-02;41;18.0;20.0;;;;;;;Investment;Kosino-Uhtomskoe
5750000;273;2011-11-02;38;19.0;7.0;;;;;;;Investment;Mar'ino
4700000;274;2011-11-02;39;20.0;1.0;;;;;;;Investment;Orehovo-Borisovo Juzhnoe
6150000;275;2011-11-02;37;22.0;5.0;;;;;;;Investment;Kotlovka
2000000;276;2011-11-03;38;20.0;2.0;;;;;;;Investment;Strogino
6579000;277;2011-11-03;38;22.0;3.0;;;;;;;Investment;Kon'kovo
6225000;278;2011-11-03;50;30.0;1.0;;;;;;;Investment;Zapadnoe Degunino
5817420;279;2011-11-03;144;68.0;1.0;;;;;;;Investment;Kurkino
13000000;280;2011-11-03;80;46.0;3.0;;;;;;;Investment;Severnoe Butovo
11380040;281;2011-11-03;83;83.0;18.0;;;;;;;OwnerOccupier;Bogorodskoe
4700000;282;2011-11-03;33;32.0;7.0;;;;;;;Investment;Ivanovskoe
4500000;283;2011-11-03;34;19.0;8.0;;;;;;;Investment;Pechatniki
5800000;284;2011-11-03;44;28.0;5.0;;;;;;;Investment;Pechatniki
3000000;285;2011-11-03;40;22.0;1.0;;;;;;;Investment;Danilovskoe
4650000;286;2011-11-03;41;20.0;10.0;;;;;;;Investment;Ljublino
8800000;287;2011-11-03;49;27.0;4.0;;;;;;;Investment;Horoshevskoe
5220000;288;2011-11-03;43;29.0;1.0;;;;;;;Investment;Nagornoe
4650000;289;2011-11-05;31;19.0;4.0;;;;;;;Investment;Nagornoe
7100000;290;2011-11-05;44;27.0;5.0;;;;;;;Investment;Horoshevo-Mnevniki
5550000;291;2011-11-05;39;20.0;4.0;;;;;;;Investment;Mar'ino
4000000;292;2011-11-05;20;12.0;2.0;;;;;;;Investment;Nagornoe
4430000;293;2011-11-05;37;19.0;1.0;;;;;;;Investment;Kosino-Uhtomskoe
1115000;294;2011-11-05;75;48.0;10.0;;;;;;;Investment;Horoshevskoe
1000000;295;2011-11-05;33;20.0;;;;;;;;Investment;Novogireevo
6150000;296;2011-11-05;44;27.0;9.0;;;;;;;Investment;Otradnoe
7400000;297;2011-11-05;44;28.0;6.0;;;;;;;Investment;Nagatinskij Zaton
23300000;298;2011-11-07;154;101.0;16.0;;;;;;;Investment;Kuncevo
8750000;299;2011-11-07;43;28.0;5.0;;;;;;;Investment;Ajeroport
5200000;300;2011-11-07;32;18.0;3.0;;;;;;;Investment;Zjuzino
1000000;301;2011-11-07;36;22.0;1.0;;;;;;;Investment;Kuz'minki
5500000;302;2011-11-07;38;20.0;3.0;;;;;;;Investment;Kuz'minki
1000000;303;2011-11-07;54;28.0;10.0;;;;;;;Investment;Beskudnikovskoe
4650000;304;2011-11-07;30;18.0;2.0;;;;;;;Investment;Koptevo
7150000;305;2011-11-07;45;28.0;2.0;;;;;;;Investment;Preobrazhenskoe
5850000;306;2011-11-07;40;27.0;2.0;;;;;;;Investment;Nagornoe
8700000;307;2011-11-07;77;47.0;9.0;;;;;;;Investment;Krjukovo
8000000;308;2011-11-07;55;34.0;5.0;;;;;;;Investment;Izmajlovo
6000000;309;2011-11-07;77;47.0;17.0;;;;;;;Investment;Ostankinskoe
6000000;310;2011-11-07;35;19.0;11.0;;;;;;;Investment;Kuncevo
4118916;311;2011-11-07;38;23.0;6.0;;;;;;;Investment;Severnoe Medvedkovo
10600000;312;2011-11-07;79;47.0;6.0;;;;;;;Investment;Danilovskoe
2000000;313;2011-11-07;46;30.0;5.0;;;;;;;Investment;Chertanovo Central'noe
6300000;314;2011-11-08;38;19.0;5.0;;;;;;;Investment;Tverskoe
6100000;315;2011-11-08;38;38.0;8.0;;;;;;;Investment;Severnoe Izmajlovo
5300000;316;2011-11-08;36;35.0;7.0;;;;;;;Investment;Rjazanskij
3000000;317;2011-11-08;56;55.0;7.0;;;;;;;Investment;Sokol
1000000;318;2011-11-08;48;31.0;4.0;;;;;;;Investment;Ochakovo-Matveevskoe
1000000;319;2011-11-08;55;18.0;5.0;;;;;;;Investment;Shhukino
6400000;320;2011-11-08;34;19.0;6.0;;;;;;;Investment;Horoshevskoe
4400000;321;2011-11-08;33;18.0;1.0;;;;;;;Investment;Severnoe Izmajlovo
5870000;322;2011-11-09;50;32.0;9.0;;;;;;;Investment;Orehovo-Borisovo Juzhnoe
990000;323;2011-11-09;51;30.0;4.0;;;;;;;Investment;Pechatniki
6300000;324;2011-11-09;43;26.0;2.0;;;;;;;Investment;Babushkinskoe
5800000;325;2011-11-09;46;28.0;8.0;;;;;;;Investment;Severnoe Izmajlovo
12500000;326;2011-11-09;74;45.0;12.0;;;;;;;Investment;Chertanovo Severnoe
7500000;327;2011-11-09;49;33.0;8.0;;;;;;;Investment;Jasenevo
